ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
563,4,0,1,2,133,1,1,1,13,1062,1
564,3,0,1,2,138,0,2,0,38,1229,1
565,4,2,2,2,120,0,1,1,51,1872,1
566,0,2,1,0,67,2,1,0,19,904,1
567,1,2,3,1,172,1,1,1,18,1271,1
568,2,2,1,2,109,3,2,1,34,1536,1
569,4,2,2,4,169,0,2,0,17,1526,1
570,3,2,0,1,140,1,2,1,2,1775,1
571,4,2,2,0,36,1,1,1,62,867,1
572,0,2,1,3,138,0,2,1,45,1607,1
573,1,2,2,2,12,4,1,0,21,721,1
574,2,2,2,1,180,0,1,1,53,1950,1
575,4,2,2,1,83,2,1,1,0,59,1
576,3,2,2,0,134,1,2,1,39,1104,1
577,4,2,1,1,114,1,2,0,42,1025,1
578,0,2,1,1,77,1,1,0,14,953,1
579,1,2,0,4,105,1,2,0,28,2066,1
580,2,2,1,2,118,0,1,1,20,1732,1
581,4,2,2,1,120,0,2,0,21,1559,1
582,3,2,0,4,48,1,2,1,60,303,1
583,4,2,3,4,86,1,2,0,26,1567,1
584,0,2,1,2,67,0,2,0,47,356,1
585,1,2,1,2,138,1,2,0,7,1163,1
586,2,2,1,1,62,1,0,0,58,298,1
587,4,2,1,4,98,0,2,1,3,1823,1
588,3,2,1,0,105,4,2,0,2,1258,1
589,4,2,1,1,82,0,2,0,58,898,1
590,0,2,2,0,118,3,2,1,50,1346,1
591,1,2,1,2,185,0,2,1,54,1572,1
592,2,2,1,1,164,1,2,0,1,1070,1
593,4,2,1,1,104,0,2,0,45,1649,1
594,3,2,3,2,113,0,0,0,48,1296,1
595,4,2,1,0,89,1,1,1,60,1704,1
596,0,2,2,2,134,1,1,0,61,1110,1
597,1,2,1,3,38,1,2,0,30,521,1
598,2,2,2,4,174,0,1,0,33,1441,1
599,4,2,2,0,44,1,2,0,0,447,1
600,3,2,4,2,37,3,2,1,31,354,1
601,4,2,1,3,49,1,2,1,43,213,1
602,0,2,2,2,110,1,2,1,57,1046,1
603,1,2,1,0,66,0,1,0,51,121,1
604,2,2,2,2,91,0,1,0,57,1922,1
605,4,2,2,3,70,3,1,0,53,199,1
606,3,2,2,4,82,1,1,0,47,792,1
607,4,2,1,0,71,0,0,0,33,930,1
608,0,2,2,3,128,1,0,1,59,1631,1
609,1,2,2,3,62,1,2,1,10,219,1
610,2,2,1,3,38,0,2,1,42,194,1
611,4,2,2,1,51,0,2,0,19,374,1
612,3,2,2,2,91,1,1,1,60,1093,1
613,4,2,2,4,151,0,2,0,17,1198,1
614,0,2,3,3,86,2,0,1,19,1096,1
615,1,2,2,0,81,2,2,0,32,46,1
616,2,2,3,4,47,0,0,0,17,62,1
617,4,2,3,2,149,0,2,0,7,1674,1
618,3,2,2,0,37,2,2,1,63,806,1
619,4,2,1,4,128,0,1,1,12,2064,1
620,0,2,0,4,169,0,1,0,49,2046,1
621,1,2,2,0,42,0,1,1,27,510,1
622,2,2,1,3,157,1,1,1,5,2008,1
623,4,2,2,0,69,1,2,1,50,285,1
624,3,2,2,2,169,1,1,0,64,1872,1
625,4,2,1,1,142,1,0,0,53,1629,1
626,0,2,3,1,140,1,1,0,50,1766,1
627,1,2,2,1,94,3,0,0,37,1557,1
628,2,2,4,0,8,2,2,0,22,426,1
629,4,2,2,4,149,0,1,0,18,1320,1
630,3,2,1,0,59,1,2,0,26,21,1
631,4,2,1,1,137,1,1,1,62,1051,1
632,0,2,2,2,75,2,1,0,54,520,1
633,1,2,0,2,68,0,1,1,55,473,1
634,2,2,1,0,45,1,1,1,5,348,1
635,4,2,3,2,170,0,1,0,60,1037,1
636,3,2,1,3,96,0,1,0,55,1991,1
637,4,2,1,2,133,4,2,0,60,1144,1
638,0,2,4,1,173,2,2,1,37,1647,1
639,1,2,1,3,151,2,1,1,58,1505,1
640,2,2,2,3,61,0,1,0,1,83,1
641,4,2,1,1,52,1,2,0,63,274,1
642,3,2,2,0,144,0,1,1,13,1219,1
643,4,2,2,2,101,2,2,1,57,1892,1
644,0,2,4,3,25,3,1,1,22,711,1
645,1,2,2,1,28,1,0,1,59,103,1
646,2,2,2,1,57,1,2,0,52,181,1
647,4,2,3,1,9,2,0,1,0,602,1
648,3,2,2,2,106,1,2,1,1,2101,1
649,4,2,3,3,66,0,1,0,53,615,1
650,0,2,1,3,68,1,2,1,12,154,1
651,1,2,1,1,135,2,2,1,47,1750,1
652,2,2,3,1,113,2,2,0,11,1500,1
653,4,2,1,0,61,0,0,1,18,864,1
654,3,2,2,4,153,0,1,1,3,1386,1
655,4,2,0,2,168,0,1,0,62,1479,1
656,0,2,1,0,15,2,1,1,60,815,1
657,1,2,1,0,146,1,2,0,9,1887,1
658,2,1,2,3,73,1,1,1,22,54,1
659,4,1,3,2,42,0,1,1,12,52,1
660,3,1,3,0,62,1,1,1,8,465,1
661,4,1,3,2,50,2,1,1,4,697,1
662,0,1,2,3,122,3,2,0,35,1542,1
663,1,1,1,1,82,0,2,0,21,241,1
664,2,1,2,4,101,1,1,0,33,2004,1
665,4,1,1,2,147,0,2,1,16,1673,1
666,3,1,3,1,158,2,0,1,36,1317,1
667,4,1,1,0,141,2,1,1,32,1422,1
668,0,1,3,0,83,1,1,0,61,909,1
669,1,1,1,1,93,1,2,1,37,1033,1
670,2,1,2,2,148,1,2,1,0,2112,1
671,4,1,1,2,170,0,2,1,45,1881,1
672,3,1,3,3,167,1,0,1,9,1278,1
673,4,1,1,1,151,0,2,1,38,1658,1
674,0,1,2,4,106,1,1,0,5,1320,1
675,1,1,2,3,131,1,2,0,0,1411,1
676,2,1,2,4,93,0,1,0,14,1234,1
677,4,1,4,3,64,0,1,0,30,668,1
678,3,1,1,2,21,1,2,1,55,598,1
679,4,1,1,0,106,0,0,1,51,1152,1
680,0,0,2,2,105,1,2,0,53,1251,1
681,1,0,1,3,177,0,2,0,38,1338,1
682,2,0,2,3,47,0,2,1,57,35,1
683,4,0,2,4,41,2,0,1,28,256,1
684,3,0,3,4,140,1,0,1,33,1800,1
685,4,0,2,1,145,0,1,1,16,2039,1
686,0,0,2,1,91,0,1,0,5,1899,1
687,1,0,2,4,177,0,0,1,62,1834,1
688,2,0,3,1,74,1,1,1,14,304,1
689,4,0,1,4,42,1,1,0,36,260,1
690,3,0,3,3,54,0,1,1,59,31,1
691,4,0,3,4,44,1,0,0,41,371,1
692,0,0,2,0,154,0,1,1,16,1851,1
693,1,0,1,2,111,5,2,1,18,1075,1
694,2,0,2,3,118,1,1,1,35,1355,1
695,4,0,2,0,83,1,1,1,62,210,1
696,3,0,3,0,53,2,2,0,19,106,1
697,4,0,1,4,55,0,1,0,15,406,1
698,0,0,2,2,168,1,2,1,22,1184,1
699,1,0,4,4,17,1,0,1,30,34,1
700,2,0,4,0,185,1,2,0,35,1276,1
701,4,0,2,1,101,5,2,1,42,1969,1
702,3,2,1,3,169,6,1,0,34,1711,1
703,4,2,2,1,163,1,1,0,46,1990,1
704,0,2,3,0,104,6,1,0,17,2015,1
705,1,2,0,3,15,0,0,1,59,762,1
706,2,2,1,4,127,1,2,1,52,1927,1
707,4,2,1,2,145,1,1,1,4,1374,1
708,3,2,2,0,43,1,1,0,24,148,1
709,4,2,5,0,96,1,1,1,37,359,1
710,0,2,1,3,21,1,2,1,22,509,1
711,1,2,1,0,106,0,0,0,20,1613,1
712,2,2,2,1,105,1,2,0,38,1006,1
713,4,2,1,2,177,0,2,0,15,1238,1
714,3,2,2,2,47,0,2,0,63,875,1
715,4,2,2,0,41,2,0,1,14,378,1
716,0,2,3,2,140,1,0,0,46,1837,1
717,1,2,2,0,145,0,1,0,38,1501,1
718,2,2,2,4,91,0,1,1,43,1668,1
719,4,2,2,2,177,0,0,1,42,1805,1
720,3,2,3,2,74,1,1,0,11,17,1
721,4,2,1,3,42,1,1,0,53,627,1
722,0,2,3,2,54,0,1,1,1,661,1
723,1,2,3,3,44,1,0,0,55,321,1
724,2,2,2,2,154,0,1,0,45,1469,1
725,4,2,1,3,111,5,2,0,45,1347,1
726,3,2,2,1,118,1,1,0,17,1293,1
727,4,2,2,2,83,1,1,1,44,868,1
728,0,2,3,1,53,2,2,1,47,64,1
729,1,2,1,0,55,0,1,0,3,724,1
730,2,2,2,4,168,1,2,1,15,1117,1
731,4,2,4,4,17,1,0,0,34,389,1
732,3,2,4,2,185,1,2,1,10,1046,1
733,4,2,2,3,101,5,2,0,21,1005,1
734,0,2,1,3,169,6,1,1,1,1896,1
735,1,2,2,0,163,1,1,1,38,1211,1
736,2,2,3,2,104,6,1,0,8,1396,1
737,4,2,0,0,15,0,0,0,9,885,1
738,3,2,1,1,127,1,2,0,5,1041,1
739,4,2,1,1,145,1,1,1,21,1563,1
740,0,2,2,4,43,1,1,0,64,271,1
741,1,2,5,3,96,1,1,0,32,673,1
742,2,2,1,4,84,2,2,0,58,463,1
743,4,2,1,2,57,3,1,1,34,85,1
744,3,2,0,3,184,2,1,1,47,446,1
745,4,2,5,4,147,3,2,1,27,96,1
746,0,2,1,3,118,0,1,1,49,2057,1
747,1,2,2,3,81,0,1,1,5,108,1
748,2,2,1,1,86,1,2,0,38,2029,1
749,4,2,2,4,89,1,2,1,16,1444,1
750,3,2,1,2,47,1,2,1,22,275,1
751,4,2,1,2,66,1,2,1,6,867,1
752,0,2,1,0,75,0,1,1,33,959,1
753,1,2,3,0,131,1,1,0,13,1303,1
754,2,2,1,4,109,4,1,0,24,1108,1
755,4,2,1,4,162,1,1,1,16,1565,1
756,3,2,2,4,99,3,2,0,9,1846,1
757,4,2,2,0,128,0,1,1,7,1908,1
758,0,2,0,4,96,4,1,0,40,1349,1
759,1,2,1,2,106,1,2,0,34,2115,1
760,2,2,3,2,139,0,2,0,11,1741,1
761,4,2,1,3,122,1,1,1,21,2024,1
762,3,2,4,4,80,2,2,1,30,256,1
763,4,2,1,2,125,0,2,0,25,1613,1
764,0,2,1,3,61,1,1,0,31,357,1
765,1,2,2,1,163,2,1,0,12,1257,1
766,2,2,0,0,153,1,1,1,10,1275,1
767,4,2,2,0,167,3,1,0,61,1141,1
768,3,2,2,2,45,1,1,0,1,880,1
769,4,2,2,0,18,1,2,0,8,234,1
770,0,2,1,3,83,2,1,0,43,3,1
771,1,2,2,2,83,1,2,1,39,565,1
772,2,2,1,4,97,1,1,0,46,1839,1
773,4,2,1,1,41,1,2,0,22,240,1
774,3,2,1,4,14,1,1,1,54,845,1
775,4,2,1,0,174,1,2,0,60,1874,1
776,0,2,3,0,79,1,2,0,63,106,1
777,1,2,3,0,138,0,1,1,11,1181,1
778,2,2,0,3,81,1,2,1,47,109,1
779,4,2,1,3,57,0,1,0,23,426,1
780,3,2,2,4,156,1,1,1,15,1161,1
781,4,2,0,3,26,0,1,0,31,209,1
782,0,2,2,4,119,0,2,0,33,1124,1
783,1,2,1,2,44,2,1,0,46,203,1
784,2,2,1,0,113,0,1,1,42,1111,1
785,4,2,0,2,48,1,0,1,39,482,1
786,3,2,2,1,114,1,1,1,15,990,1
787,4,2,3,0,64,1,2,0,21,672,1
788,0,2,3,3,38,0,1,0,19,530,1
789,1,2,1,1,42,1,2,0,33,155,1
790,2,2,2,2,104,0,2,1,64,1816,1
791,4,2,3,3,37,0,2,1,29,157,1
792,3,2,0,3,25,3,1,1,31,763,1
793,4,2,2,2,161,1,2,1,4,1253,1
794,0,2,2,4,159,2,1,1,13,1601,1
795,1,1,2,0,62,1,1,0,31,57,1
796,2,1,2,3,152,2,1,0,48,1156,1
797,4,1,0,2,98,2,2,1,64,2011,1
798,3,1,2,2,88,1,2,0,18,1418,1
799,4,1,3,4,153,2,2,0,37,1428,1
800,0,1,3,4,74,0,2,0,35,272,1
801,1,1,1,3,165,0,2,0,0,1763,1
802,2,1,1,1,166,0,1,0,25,1179,1
803,4,1,2,3,128,1,2,1,8,1515,1
804,3,1,1,3,34,0,2,0,41,209,1
805,4,1,2,0,37,1,1,1,56,366,1
806,0,1,1,0,49,2,1,0,57,727,1
807,1,1,0,3,40,4,1,0,52,209,1
808,2,1,2,4,67,3,1,1,23,637,1
809,4,1,1,2,87,1,1,0,44,1074,1
810,3,1,3,2,120,1,2,0,0,1216,1
811,4,1,2,0,86,1,2,1,27,962,1
812,0,1,2,4,95,1,1,0,18,1193,1
813,1,1,1,1,44,0,0,0,6,388,1
814,2,1,2,3,65,1,0,0,58,161,1
815,4,1,2,1,104,2,1,1,42,1400,1
816,3,1,2,0,80,1,2,0,35,860,1
817,4,0,3,1,151,1,1,1,31,1913,1
818,0,0,1,3,166,0,1,1,14,1706,1
819,1,0,2,4,58,0,1,0,48,514,1
820,2,0,1,0,90,1,2,0,10,2013,1
821,4,0,0,0,2,1,1,0,28,779,1
822,3,0,1,2,172,1,1,0,32,2052,1
823,4,0,3,2,82,0,2,0,59,802,1
824,0,0,1,0,46,0,0,1,17,412,1
825,1,0,2,4,64,1,1,1,32,809,1
826,2,0,3,1,136,0,2,1,23,1068,1
827,4,0,2,1,113,0,1,0,22,1274,1
828,3,0,2,1,134,1,2,1,32,1884,1
829,4,0,3,3,127,1,1,0,39,1013,1
830,0,0,2,3,105,1,0,0,6,1335,1
831,1,0,1,4,128,1,2,0,19,1503,1
832,2,0,0,2,155,1,1,0,1,1736,1
833,4,0,1,3,49,4,2,1,56,913,1
834,3,0,3,3,175,1,2,0,15,1289,1
835,4,0,1,4,122,2,2,1,59,1573,1
836,0,0,1,3,133,0,1,1,50,1328,1
837,1,0,3,1,182,0,1,0,16,1255,1
838,2,0,0,3,72,1,1,0,14,856,1
839,4,2,3,1,55,4,2,1,11,885,1
840,3,2,1,0,136,1,1,1,8,1520,1
841,4,2,1,1,44,0,1,0,15,664,1
842,0,2,2,1,45,1,1,1,33,599,1
843,1,2,3,3,86,3,2,0,22,1763,1
844,2,2,2,1,43,3,1,0,51,940,1
845,4,2,3,1,49,3,2,0,21,791,1
846,3,2,2,3,44,1,2,1,10,876,1
847,4,2,1,3,171,1,2,0,61,1877,1
848,0,2,1,0,95,1,0,0,59,1008,1
849,1,2,2,1,37,2,2,0,51,388,1
850,2,2,2,1,74,0,1,0,0,430,1
851,4,2,2,4,74,0,1,0,56,515,1
852,3,2,1,1,53,2,2,0,20,616,1
853,4,2,3,3,183,0,2,0,0,2083,1
854,0,2,2,2,25,0,2,1,10,871,1
855,1,2,1,1,43,0,1,1,62,742,1
856,2,2,1,3,169,0,0,0,63,1255,1
857,4,2,3,1,143,3,2,1,23,1243,1
858,3,2,2,2,23,3,2,1,4,813,1
859,4,2,2,0,169,2,1,0,29,2068,1
860,0,2,3,2,48,4,2,0,34,8,1
861,1,2,1,1,52,0,1,0,57,518,1
862,2,2,3,3,173,0,2,1,37,1415,1
863,4,2,0,2,92,1,2,0,50,1659,1
864,3,2,1,3,91,0,0,1,7,1966,1
865,4,2,4,0,72,3,0,0,64,582,1
866,0,2,2,0,103,0,1,0,45,1751,1
867,1,2,2,2,165,1,1,0,9,1430,1
868,2,2,1,0,122,1,1,1,3,1148,1
869,4,2,1,0,100,1,1,0,63,1488,1
870,3,2,2,4,51,1,2,0,45,451,1
871,4,2,2,1,112,1,0,1,16,1420,1
872,0,2,1,0,82,3,1,0,14,236,1
873,1,2,2,3,101,1,2,1,19,1590,1
874,2,2,0,3,110,0,1,0,29,2096,1
875,4,2,2,0,126,1,2,1,44,1642,1
876,3,2,1,2,151,0,2,1,54,1804,1
877,4,2,2,0,126,1,2,1,24,1297,1
878,0,2,4,0,109,3,1,1,13,1666,1
879,1,2,3,1,148,1,1,1,7,1869,1
880,2,2,0,3,98,4,2,0,38,1995,1
881,4,2,2,4,94,0,1,1,35,1855,1
882,3,2,1,3,73,0,1,1,16,236,1
883,4,2,1,1,155,0,1,0,4,1791,1
884,0,2,0,1,65,0,2,0,0,621,1
885,1,2,1,1,156,2,1,1,28,1172,1
886,2,2,2,1,175,1,1,0,18,1361,1
887,4,2,3,2,54,1,2,1,20,183,1
888,3,2,1,4,116,1,0,1,5,1008,1
889,4,2,3,2,102,2,0,1,64,1769,1
890,0,2,1,3,170,0,0,0,32,2012,1
891,1,2,1,3,159,2,1,0,11,1128,1
892,2,2,2,0,70,1,0,0,2,437,1
893,4,2,1,1,136,0,1,0,38,1049,1
894,3,2,1,4,102,0,2,0,61,1554,1
895,4,2,2,2,74,1,1,0,20,569,1
896,0,2,2,1,66,0,1,1,15,13,1
897,1,2,1,3,39,1,1,1,21,365,1
898,2,2,1,4,146,1,2,1,18,1985,1
899,4,2,2,2,110,1,2,0,19,1118,1
900,3,2,3,4,157,4,2,1,58,1327,1
901,4,2,3,2,112,1,2,1,34,2059,1
902,0,2,1,2,154,1,1,0,32,1806,1
903,1,2,2,0,47,0,2,1,2,957,1
904,2,2,3,4,140,1,2,0,61,1747,1
905,4,2,2,3,51,1,1,1,12,141,1
906,3,2,0,4,17,3,1,1,42,618,1
907,4,2,3,0,69,0,0,1,53,186,1
908,0,2,2,0,139,2,1,1,21,1006,1
909,1,2,2,4,90,7,1,0,41,1838,1
910,2,2,2,1,178,7,2,0,28,1514,1
911,4,2,0,4,67,1,2,0,36,75,1
912,3,2,2,3,65,1,1,0,5,373,1
913,4,2,2,3,168,0,1,1,34,1164,1
914,0,2,1,0,159,0,2,1,41,1802,1
915,1,2,2,0,162,1,2,1,2,2081,1
916,2,2,3,4,165,6,2,1,38,1030,1
917,4,2,3,2,92,5,2,1,2,1907,1
918,3,2,1,3,92,1,0,1,10,1583,1
919,4,2,1,1,64,7,2,1,24,529,1
920,0,2,1,1,118,0,1,1,25,1828,1
921,1,2,2,3,113,6,2,0,45,1733,1
922,2,2,2,0,112,5,0,1,7,1080,1
923,4,2,1,2,169,2,1,1,46,1287,1
924,3,2,2,0,65,0,0,0,40,953,1
925,4,2,3,2,121,1,0,0,60,1581,1
926,0,2,1,0,114,0,1,0,51,1225,1
927,1,2,1,2,83,0,1,0,59,781,1
928,2,2,1,1,84,2,2,1,54,161,1
929,4,2,1,2,57,3,1,0,11,935,1
930,3,2,2,2,66,0,1,1,1,693,1
931,4,2,1,1,39,1,1,1,26,864,1
932,0,1,1,4,146,1,2,0,2,1130,1
933,1,1,2,3,110,1,2,0,32,1432,1
934,2,1,3,0,157,4,2,1,11,1250,1
935,4,1,3,1,112,1,2,1,7,1790,1
936,3,1,1,1,154,1,1,0,48,2012,1
937,4,1,2,4,47,0,2,0,19,347,1
938,0,1,3,2,140,1,2,1,6,1877,1
939,1,1,2,0,51,1,1,0,14,920,1
940,2,1,0,0,17,3,1,0,8,921,1
941,4,1,3,3,69,0,0,1,45,464,1
942,3,1,2,3,139,2,1,1,49,973,1
943,4,1,2,1,90,7,1,1,44,1964,1
944,0,1,2,4,178,7,2,0,4,2075,1
945,1,1,0,1,67,1,2,1,34,528,1
946,2,1,2,1,65,1,1,0,21,792,1
947,4,1,2,0,168,0,1,1,7,1218,1
948,3,1,1,2,159,0,2,1,2,1478,1
949,4,1,2,0,162,1,2,1,52,1212,1
950,0,1,3,1,165,6,2,0,0,1717,1
951,1,1,3,3,92,5,2,0,47,1238,1
952,2,1,1,4,92,1,0,0,8,1664,1
953,4,1,1,0,64,7,2,0,28,916,1
954,3,0,1,0,118,0,1,0,49,1381,1
955,4,0,2,4,113,6,2,0,58,1513,1
956,0,0,2,0,112,5,0,0,64,1350,1
957,1,0,1,0,169,2,1,1,49,1119,1
958,2,0,2,0,65,0,0,0,20,71,1
959,4,0,3,1,121,1,0,1,20,1311,1
960,3,0,1,3,114,0,1,0,34,1396,1
961,4,0,1,2,83,0,1,0,61,740,1
962,0,0,1,1,84,2,2,1,51,319,1
963,1,0,2,4,62,3,2,0,54,901,1
964,2,0,4,0,195,3,2,0,52,661,1
965,4,0,3,1,135,0,2,0,54,2066,1
966,3,0,2,4,67,2,1,0,48,452,1
967,4,0,3,2,50,1,1,1,40,200,1
968,0,0,0,4,176,0,1,1,23,1908,1
969,1,0,0,0,25,0,2,0,17,811,1
970,2,0,4,1,22,0,1,1,39,13,1
971,4,0,1,4,77,0,1,1,13,618,1
972,3,0,2,4,147,0,1,1,22,1357,1
973,4,0,3,3,133,1,2,1,28,1262,1
974,0,0,3,2,0,2,2,0,11,634,1
975,1,0,3,4,153,1,2,1,54,1861,1
976,2,2,1,1,69,0,1,0,23,929,1
977,4,2,2,4,127,1,2,0,62,1211,1
978,3,2,1,2,171,0,1,0,51,1514,1
979,4,2,2,3,44,0,1,0,46,803,1
980,0,2,2,3,113,1,1,0,43,1014,1
981,1,2,1,4,147,1,2,1,3,1658,1
982,2,2,1,1,79,2,2,0,16,270,1
983,4,2,3,3,37,1,1,1,8,47,1
984,3,2,1,2,71,1,2,0,23,107,1
985,4,2,4,0,76,4,0,0,49,48,1
986,0,2,3,3,161,0,1,1,54,1123,1
987,1,2,1,2,106,0,2,1,38,2045,1
988,2,2,1,0,127,1,2,0,30,2088,1
989,4,2,1,1,86,0,1,0,39,1305,1
990,3,2,1,1,138,1,2,1,32,1424,1
991,4,2,1,4,44,1,1,0,29,32,1
992,0,2,2,2,40,1,2,1,8,529,1
993,1,2,2,2,114,1,2,0,5,1291,1
994,2,2,3,0,163,1,0,0,36,1558,1
995,4,2,2,1,45,0,2,1,51,11,1
996,3,2,2,2,55,2,2,1,12,564,1
997,4,2,1,4,68,1,2,0,42,407,1
998,0,2,1,2,45,0,2,0,47,733,1
999,1,2,1,2,175,0,2,1,14,1849,1
1000,2,2,2,2,95,2,1,0,14,1280,1
1001,4,2,1,0,85,1,2,1,21,1694,1
1002,3,2,1,2,145,3,1,1,7,1075,1
1003,4,2,1,2,158,1,2,1,2,1448,1
1004,0,2,1,1,50,4,2,0,61,158,1
1005,1,2,3,0,175,0,0,1,45,1398,1
1006,2,2,1,0,89,0,2,0,41,1431,1
1007,4,2,2,4,74,1,1,0,8,134,1
1008,3,2,2,0,169,0,2,1,17,1722,1
1009,4,2,2,3,46,2,1,0,7,752,1
1010,0,2,0,4,132,0,1,0,48,1559,1
1011,1,2,2,4,166,2,1,1,15,1466,1
1012,2,2,1,2,109,0,2,0,53,1211,1
1013,4,2,2,0,82,0,0,1,38,349,1
1014,3,2,0,1,57,0,1,1,45,126,1
1015,4,2,1,3,90,0,1,1,62,1794,1
1016,0,2,2,0,71,1,0,0,21,390,1
1017,1,2,1,2,52,0,1,1,41,914,1
1018,2,2,1,1,71,0,1,1,1,9,1
1019,4,2,1,1,165,3,2,1,44,1252,1
1020,3,2,1,3,70,1,2,1,42,91,1
1021,4,2,1,0,130,0,1,1,17,1154,1
1022,0,2,1,3,164,1,1,0,20,961,1
1023,1,2,3,0,150,1,2,0,43,2119,1
1024,2,2,1,1,125,1,1,0,20,1937,1
1025,4,2,3,3,95,2,2,1,62,986,1
1026,3,2,1,0,42,3,2,0,7,338,1
1027,4,2,1,0,50,1,2,1,15,693,1
1028,0,2,1,2,97,1,2,1,10,1657,1
1029,1,2,1,0,133,0,2,0,11,1609,1
1030,2,2,2,0,143,0,0,1,15,1261,1
1031,4,2,4,1,7,2,2,1,36,89,1
1032,3,2,3,3,158,3,1,0,35,986,1
1033,4,2,0,1,102,0,1,1,10,1937,1
1034,0,2,1,2,112,1,2,1,60,2003,1
1035,1,2,1,4,157,0,2,1,16,1091,1
1036,2,2,2,2,165,0,0,1,46,1164,1
1037,4,2,1,0,60,1,2,1,48,247,1
1038,3,2,2,2,1,0,1,1,25,579,1
1039,4,2,0,4,179,0,1,1,40,1281,1
1040,0,2,0,0,93,0,0,1,47,1213,1
1041,1,2,1,0,140,1,2,1,27,1707,1
1042,2,2,3,0,74,1,2,0,59,853,1
1043,4,2,2,1,155,0,1,1,52,1349,1
1044,3,2,1,2,109,0,2,0,57,1077,1
1045,4,2,2,4,39,1,2,0,52,720,1
1046,0,2,1,2,135,0,2,0,23,1071,1
1047,1,2,1,3,161,1,2,1,55,1507,1
1048,2,2,3,1,66,1,0,1,56,228,1
1049,4,2,4,4,141,3,0,0,62,1292,1
1050,3,2,1,3,38,2,2,1,52,857,1
1051,4,2,0,0,67,1,2,0,23,115,1
1052,0,2,3,4,168,1,2,0,26,972,1
1053,1,2,3,1,77,2,1,1,20,653,1
1054,2,2,0,3,95,1,1,0,57,1301,1
1055,4,2,1,2,56,1,2,1,4,372,1
1056,3,2,1,3,176,2,1,0,22,992,1
1057,4,2,2,1,102,0,1,1,59,1749,1
1058,0,2,2,2,164,2,2,1,39,1925,1
1059,1,2,2,2,62,4,2,1,42,460,1
1060,2,2,3,2,156,2,2,1,62,1968,1
1061,4,2,2,1,103,1,1,1,63,1241,1
1062,3,2,2,1,176,2,1,1,61,1150,1
1063,4,2,1,3,113,1,1,1,36,1098,1
1064,0,2,1,1,51,2,1,1,12,636,1
1065,1,2,2,1,70,2,1,0,62,734,1
1066,2,2,1,3,69,0,1,1,47,685,1
1067,4,2,2,4,66,0,2,0,56,694,1
1068,3,2,1,2,159,1,2,1,22,1990,1
1069,4,1,3,4,83,3,1,1,37,421,1
1070,0,1,1,3,154,0,0,1,60,1665,1
1071,1,1,1,4,155,0,1,0,27,2085,1
1072,2,1,2,3,102,0,1,0,4,1132,1
1073,4,1,1,0,52,0,2,1,33,49,1
1074,3,1,2,4,172,1,2,0,2,1409,1
1075,4,1,3,1,143,1,1,0,46,1930,1
1076,0,1,1,3,99,1,2,1,9,974,1
1077,1,1,2,2,156,0,2,0,50,1342,1
1078,2,1,1,4,176,1,2,1,47,2001,1
1079,4,1,0,3,45,1,2,0,26,608,1
1080,3,1,1,0,128,1,1,0,44,1898,1
1081,4,1,4,2,174,1,1,0,55,1686,1
1082,0,1,4,2,140,1,2,1,5,1332,1
1083,1,1,1,0,131,1,2,0,46,1831,1
1084,2,1,1,3,166,1,1,1,6,1209,1
1085,4,1,1,0,132,0,1,1,44,1123,1
1086,3,1,2,1,80,1,1,1,22,874,1
1087,4,1,2,1,51,1,2,1,43,843,1
1088,0,1,3,1,100,1,2,1,43,1020,1
1089,1,1,1,0,16,3,2,0,40,243,1
1090,2,1,2,1,125,0,2,1,53,1579,1
1091,4,0,1,4,58,1,2,1,45,302,1
1092,3,0,2,3,104,1,1,1,18,1530,1
1093,4,0,0,4,120,0,2,0,56,2016,1
1094,0,0,1,0,89,1,2,1,2,1575,1
1095,1,0,2,1,103,1,1,1,22,1541,1
1096,2,0,3,1,169,1,1,0,11,1476,1
1097,4,0,1,1,167,1,1,0,56,1036,1
1098,3,0,2,1,85,0,1,0,27,1437,1
1099,4,0,2,2,67,0,1,0,11,88,1
1100,0,0,3,1,164,0,2,1,22,2101,1
1101,1,0,4,1,63,3,2,0,21,241,1
1102,2,0,2,0,131,1,2,1,53,1569,1
1103,4,0,1,2,8,3,2,0,40,901,1
1104,3,0,1,3,92,2,1,0,48,1581,1
1105,4,0,3,2,106,1,0,1,40,1845,1
1106,0,0,1,2,117,4,1,0,16,1209,1
1107,1,0,1,0,115,0,1,0,44,1725,1
1108,2,0,2,3,136,1,2,0,60,1249,1
1109,4,0,2,2,47,0,0,1,38,705,1
1110,3,0,3,0,100,1,2,1,23,1519,1
1111,4,0,2,0,54,4,2,0,41,66,1
1112,0,0,3,0,126,1,0,1,20,1171,1
1113,1,2,1,1,107,1,0,1,2,1425,1
1114,2,2,3,1,82,1,2,1,59,172,1
1115,4,2,2,1,176,0,1,1,20,1696,1
1116,3,2,2,1,86,1,1,1,57,2089,1
1117,4,2,2,3,109,1,1,0,10,1121,1
1118,0,2,1,1,75,1,2,1,10,276,1
1119,1,2,2,0,76,0,1,1,47,954,1
1120,2,2,1,1,114,0,2,1,29,2081,1
1121,4,2,0,0,168,1,2,1,9,1770,1
1122,3,2,2,0,85,2,1,0,45,1195,1
